source	target
831	2095
832	872
832	951
832	1337
832	1657
832	2070
834	1465
834	900
834	1226
1465	1490
1659	873
1659	884
1659	1451
1659	1696
1659	1831
1177	1346
848	1064
848	1381
839	1568
839	1489
839	1840
839	2454
1568	1840
1568	1967
840	1532
840	945
840	2019
1532	945
1532	2159
945	1391
945	1526
945	2321
841	1077
841	1044
1077	1096
842	1046
842	1089
842	1128
842	1181
842	1544
842	2126
1046	1084
1046	2016
843	858
843	919
843	988
844	866
844	999
844	1188
844	1878
844	1956
845	984
845	1126
845	1194
845	1292
846	1031
1031	851
1031	1549
1804	1411
849	1527
850	1123
1123	916
1123	1820
1123	1863
851	1657
851	2128
852	1084
852	1185
854	1011
854	1027
854	1327
855	1357
855	971
855	1205
1357	1342
1357	1288
1357	1624
1357	1755
856	1151
942	1018
942	1037
942	1042
942	1057
942	1082
942	1225
942	1385
942	1513
942	1576
942	1592
942	1656
942	1845
942	1882
942	1938
859	1824
860	913
860	1169
860	1262
860	1626
860	1782
861	1351
861	1715
861	1940
862	1710
1710	1388
1710	1720
863	892
863	1110
863	1422
864	2244
865	1474
865	1628
865	1738
865	1900
866	873
869	905
870	1033
870	1695
870	886
1033	1075
1033	1156
1033	1332
1033	1885
1695	1563
1695	2074
871	1257
871	1384
871	1508
872	1337
875	1002
876	2090
876	2231
877	1089
877	1131
878	1877
879	1246
879	881
879	981
879	1343
879	2308
1246	981
1246	893
1246	1652
1246	2145
880	1235
880	1887
880	1892
880	1943
880	2533
1235	1385
881	2117
881	979
881	1081
881	1136
881	1343
2117	1907
2117	2250
882	1441
882	1496
883	1086
883	1121
883	1823
883	1939
884	1222
884	2001
884	2275
1212	1193
1212	1174
886	1430
888	1836
1836	1346
1836	1416
889	967
890	1557
890	2428
1557	958
1557	1405
892	1746
892	1076
892	1080
892	1183
892	1198
892	1395
892	1452
892	1499
892	1770
892	2121
1746	1242
1746	1811
893	2254
893	1043
893	1263
2254	2096
2254	2236
939	1237
939	1449
939	1719
939	2125
897	2067
897	1306
2067	1546
2067	967
2067	2312
898	1652
898	1495
1652	1768
899	982
899	1040
899	1580
900	1380
900	1558
1162	1321
1162	2034
1162	2064
1283	1050
1283	1487
902	1462
904	1747
904	1739
1747	1140
910	929
910	1057
910	1150
910	1260
910	1713
1584	1213
1584	1432
1584	1855
912	1679
912	1564
912	2056
1679	1415
1564	1275
1564	1353
915	1684
916	980
916	1078
916	1170
916	1727
916	2115
916	2237
919	1078
1078	2014
921	1048
921	1250
921	1492
921	1773
922	977
922	1009
922	1039
922	1186
923	1152
923	1600
925	1053
925	1397
925	1504
925	1676
925	1802
926	1008
926	1391
928	1369
928	1415
930	975
930	1546
931	961
931	1982
931	2055
931	2219
934	1350
934	2221
936	992
936	1058
936	1171
936	1234
936	2252
937	2468
937	1299
2468	2234
2468	2367
940	1215
941	1059
941	1168
941	1712
944	1137
947	1015
948	2004
948	1577
948	1622
948	1947
2004	2309
952	1074
1074	1012
1074	1317
1074	1772
1074	1799
1074	1898
1074	1933
953	1138
953	2167
954	1376
956	1724
956	1711
1724	1711
1724	2148
1711	1223
1711	1425
958	1196
958	1394
959	1273
959	1509
960	1067
960	1216
961	1013
961	1531
961	1999
961	2213
962	963
962	1242
962	1550
965	2329
2329	2039
966	2410
2410	2341
2410	1006
2410	2480
967	1333
968	1353
969	1308
969	1930
970	2406
971	1185
971	1203
971	1265
971	1538
971	1755
972	1638
972	1803
972	2336
973	1356
975	1252
975	1468
976	1092
979	1348
979	2230
1348	1785
1348	1878
980	2115
982	1012
982	1040
982	1115
982	1580
984	1307
984	1334
984	2111
987	1324
988	1247
988	1780
991	1082
991	1194
991	1278
991	1287
991	1722
992	1334
992	2080
993	2056
994	1463
997	1673
999	1308
999	1570
999	2226
1000	1028
1000	1105
1001	1052
1001	1190
1001	1266
1001	1365
1001	1574
1002	1475
1003	1209
1004	1081
1004	1405
1004	1816
1004	1873
1004	2194
1004	2226
1004	2269
1005	1471
1006	1828
1006	2282
1007	1045
1009	1055
1011	1017
1011	1027
1011	1315
1011	1484
1012	1763
1013	1273
1014	2059
2059	1461
2059	1663
2059	2151
1015	2111
1015	2337
1018	1184
1018	1232
1018	1516
1018	1655
1018	2091
1018	2221
1020	1288
1021	1076
1021	1379
1022	1092
1022	1145
1022	1342
1022	2007
1023	1038
1025	1265
1027	1204
1027	1302
1027	1537
1028	1055
1036	1375
1036	2206
1036	2538
1037	1819
1037	1946
1040	1155
1040	1284
1040	1286
1040	1295
1040	1777
1043	1179
1043	1435
1043	1441
1043	1473
1043	1573
1043	1798
1043	1926
1045	1590
1047	1379
1048	1056
1048	1430
1048	2025
1050	1063
1051	1135
1051	1339
1052	1190
1052	1750
1053	1147
1053	1359
1053	1397
1053	1907
1055	1249
1055	1591
1056	1255
1056	1292
1056	1390
1056	1675
1056	1819
1057	1260
1057	2528
1058	1171
1058	1339
1058	1438
1059	1168
1060	1763
1061	1105
1062	2356
1064	1424
1064	2129
1068	1107
1068	1214
1068	1503
1068	1668
1069	1249
1069	2404
1070	1661
1072	1093
1072	1311
1073	1141
1075	1142
1075	1501
1075	2415
1075	2429
1076	1248
1081	1315
1081	2269
1082	1133
1084	1788
1084	2277
1086	1939
1086	1121
1087	1356
1087	1386
1087	1904
1356	1170
1356	1727
1088	1879
1088	2049
1089	1130
1089	1421
1090	2058
1090	2146
1093	1311
1093	1450
1095	1120
1095	1632
1095	1787
1095	1833
1097	1153
1098	1264
1098	1850
1099	1108
1099	1112
1099	1127
1099	1141
1099	1154
1099	1178
1099	1301
1099	1480
1099	1739
1100	1654
1654	1650
1654	1533
1654	1871
1101	1208
1101	1631
1101	1813
1101	2105
1106	1165
1165	1297
1165	1319
1165	1406
1165	1880
1107	1182
1107	1358
1109	1745
1109	1795
1111	1243
1112	1410
1114	1175
1115	1116
1115	1155
1115	1619
1116	1192
1116	1340
1117	2086
1118	1229
1120	1812
1121	1431
1122	1641
1122	1649
1122	1733
1125	1169
1125	1179
1125	1364
1125	1606
1127	2085
1127	2171
1127	2208
1129	1664
1129	2041
1130	1236
1130	1258
1131	1458
1133	1191
1133	1294
1135	1227
1135	1234
1138	1964
1138	2191
1140	1855
1144	1766
1146	1729
1149	1269
1150	1224
1150	1245
1150	1293
1150	1660
1150	2136
1153	2161
1154	1955
1155	1220
1155	1250
1155	1284
1155	1286
1156	1370
1370	1275
1370	1553
1370	1565
1370	1732
1370	2469
1159	2137
1160	1161
1160	1268
1163	1648
1163	1857
1163	2233
1166	1825
1166	1894
1168	1712
1170	1951
1171	1172
1171	1174
1171	1966
1172	1486
1173	1174
1174	1588
1174	2248
1175	1409
1176	1447
1180	1243
1181	2428
1182	1490
1182	1544
1182	1728
1184	1845
1185	1510
1188	1433
1188	1451
1188	1706
1188	2006
1189	1467
1190	1240
1194	1274
1194	2140
1194	2229
1195	1516
1195	1534
1195	1762
1195	2002
1195	2466
1196	1291
1198	1801
1200	1266
1200	1287
1200	1630
1201	2022
1201	1247
2022	2282
1202	1714
1202	1239
1714	1867
1714	1958
1204	1621
1204	1948
1205	1342
1205	2007
1208	1631
1210	1609
1210	2110
1210	2339
1210	2352
1211	1648
1213	1432
1214	1258
1214	2077
1215	1552
1215	1841
1216	1281
1222	1363
1222	1416
1222	1668
1223	1416
1225	1739
1739	1751
1226	1547
1226	1753
1227	1569
1227	1585
1228	1360
1230	1407
1232	1253
1233	1312
1234	1438
1237	2508
1238	1282
1238	2071
1238	2130
1239	1439
1241	1662
1242	1605
1242	1741
1242	1775
1242	1811
1242	1864
1242	2101
1242	2297
1245	1355
1245	1660
1245	2136
1248	1482
1251	1332
1251	1492
1251	2189
1252	1468
1252	2017
1252	2268
1253	1314
1253	1740
1255	1354
1256	1732
1732	1998
1258	1917
1260	2261
1261	1425
1261	1761
1261	1902
1262	1285
1264	1317
1264	1772
1264	2050
1270	1270
1270	1611
1270	1377
1270	2232
1611	1330
1271	1358
1271	1420
1271	1586
1271	1688
1271	1868
1272	1791
1791	2200
1273	1279
1273	1340
1273	1415
1275	1326
1275	1353
1275	1479
1276	1298
1276	2032
1277	1310
1277	1328
1277	2029
1277	2053
1277	2440
1279	2073
1280	1347
1281	1381
1281	1572
1281	1979
1282	1463
1282	1921
1284	1321
1286	1777
1287	1693
1288	1533
1288	1972
1289	1456
1291	1365
1292	1776
1294	1320
1297	2123
1298	1734
1298	1889
1301	1305
1301	1480
1301	1806
1302	1327
1305	1316
1305	1614
1306	1775
1307	1915
1307	2047
1308	1816
1308	1983
1309	1566
1309	1997
1309	1935
1566	1794
1566	1998
1997	2532
1310	1481
1310	2157
1311	1450
1311	1606
1311	2122
1312	1741
1316	1372
1316	1950
1316	2034
1319	1408
1319	1505
1319	1521
1319	2177
1320	1367
1320	1673
1321	1472
1321	1485
1321	1645
1321	1884
1324	1469
1325	1585
1327	1460
1327	1537
1327	2222
1328	1394
1328	1635
1328	1653
1330	1837
1332	1503
1334	1458
1336	1388
1336	1721
1337	1401
1337	2304
1522	1485
1339	1632
1341	1699
1342	1461
1342	1863
1343	1892
1344	1434
1345	2144
1346	1354
1346	1885
1346	1916
1347	1512
1347	1756
1350	1576
1351	2318
1353	1589
1354	1849
1354	2140
1355	2123
1358	1427
1358	1429
1359	1440
1359	1701
1363	1374
1363	1815
1363	2525
1364	1542
1364	1552
1366	1470
1366	1587
1366	1781
1366	1800
1368	1389
1368	1669
1372	2085
1372	2215
1374	1815
1374	2525
1375	2206
1376	1906
1377	1841
1378	2271
1381	1979
1382	1392
1382	1410
1382	1647
1382	1694
1383	1540
1384	1719
1385	2265
1386	1983
1387	1597
1391	2023
1392	1464
1393	1634
1393	1933
1393	1977
1394	1396
1394	1431
1394	1476
1394	2197
1395	1499
1395	1801
1397	1676
1398	1651
1399	1442
1399	1669
1399	1760
1400	1874
1401	2153
1401	2160
1403	1414
1403	1844
1406	2050
1407	1578
1408	1418
1408	1558
1409	1428
1409	1598
1410	1447
1410	1577
1410	1628
1410	1762
1410	2097
1411	1822
1413	1872
1414	1517
1414	1764
1419	1752
1419	1806
1419	1843
1419	1893
1419	1936
1419	2078
1419	2087
1419	2240
1420	1443
1420	1751
1422	2363
1424	2129
2129	2154
2129	2323
1425	1761
1425	1902
1425	1978
1426	2113
1429	1473
1429	1497
1433	1451
1433	1526
1433	1918
1433	1922
1433	2049
1434	1629
1629	1628
1629	1626
1435	1573
1436	1981
1436	1680
1436	1545
1436	1592
1436	1608
1436	1683
1436	1916
1436	2015
1436	2109
1981	1680
1680	1592
1438	1569
1438	1618
1438	1833
1438	1903
1439	1518
1440	1519
1441	1538
1442	1454
1442	2473
1444	1661
1444	1900
1447	1560
1447	1656
1447	2319
1449	1637
1449	1890
1449	2102
1450	1498
1450	2155
1450	2297
1451	1706
1451	1905
1451	1918
1451	1922
1452	2133
1453	1634
1453	2039
1453	2199
1454	1479
1454	1481
1454	2076
1456	1616
1458	2180
1459	2153
1460	1529
1460	1555
1460	1992
1461	2003
1461	2065
1463	1910
1463	1921
1470	1716
1471	1823
1472	1965
1473	1737
1473	1792
1473	2223
1476	1533
1476	1624
1476	1820
1477	1868
1478	1643
1478	1830
1478	1901
1478	2256
1479	2212
1480	2188
1482	1615
1483	2185
1483	2298
1485	1645
1487	2309
1487	2518
1490	2280
1490	2333
1491	1982
1491	2219
1492	1604
1495	2222
1499	1963
1501	2174
1510	1591
1510	1602
1510	2104
1512	1665
1513	1562
1515	1535
1515	1575
1515	1617
1516	2002
1516	2091
1517	1749
1519	1850
1519	1886
1519	1949
1520	1543
1523	1525
1523	1627
1523	1851
1523	2143
1524	2241
1526	1809
1527	1742
1527	2124
1529	1992
1530	1901
1531	1546
1531	1547
1531	2488
1534	2501
1536	2127
1540	1615
1541	1703
1541	1716
1542	1567
1545	1662
1545	2209
1545	2383
1547	2488
1548	1605
1548	2300
1549	1688
1551	1812
1551	1787
1812	1787
1554	2267
1562	1938
1570	2043
1571	1928
1571	1952
1572	1871
1572	2076
1572	2131
1573	2124
1574	1906
1578	1860
1580	2368
1585	1630
1586	1765
1586	1849
1591	1602
1591	1946
1592	1915
1594	1807
1595	1596
1595	1691
1597	1601
1597	1686
1598	2023
1599	1930
1599	2171
1930	1878
1930	2434
1601	1650
1602	1642
1602	2042
1604	1619
1604	1692
1604	1773
1605	2054
1605	2093
1606	1677
1607	2122
1607	2168
1609	2110
1610	1803
1614	2354
1616	1862
1619	1692
1619	1701
1619	1704
1619	1839
1620	1786
1620	2039
1621	1948
1621	2134
1622	2096
1622	2492
1626	1627
1632	1683
1632	2061
1632	2139
1634	1689
1635	1653
1636	1684
1636	1810
1641	1702
1641	2071
1642	2042
1642	2197
1749	1853
1749	2082
1749	2159
1749	2338
1749	2416
1647	1720
1647	1895
1648	1798
1649	2097
1651	1665
1657	2255
1657	2427
1658	1923
1658	2033
1660	2150
1662	1827
1664	1691
1664	1875
1664	2035
1665	1796
1667	1700
1667	1924
1668	2270
1670	1945
1670	2048
1672	1891
1675	1789
1678	1689
1682	1875
1682	2035
1684	2012
1685	2061
1688	1821
1688	1866
1688	2036
1690	2295
1692	2030
1694	2483
1696	2041
1696	2244
1696	2347
1698	2017
1698	2383
1701	1704
1701	1839
1701	1881
1701	1990
1701	2038
1701	2210
1701	2251
1702	1919
1702	2296
1703	2179
1705	1884
1706	1956
1708	1912
1709	1715
1709	1929
1709	2018
1716	2163
1718	2285
1719	1753
1719	2246
1722	2421
1725	1866
1727	2184
1731	1756
1731	2340
1733	2009
1735	1825
1737	1883
1737	2325
1740	2161
1741	2101
1745	2496
1750	2009
1751	1752
1752	2008
1754	1844
1757	2121
1757	2520
1758	2233
1759	1898
1761	2082
1762	2480
1763	2083
1763	2107
1764	2025
1768	1888
1768	2402
1772	1977
1773	1929
1777	2044
1779	1861
1779	2011
1779	2412
1782	2333
1785	1984
1785	2369
1790	1795
1794	2075
1796	2242
1798	1800
1798	1835
1800	2283
1801	1928
1801	1963
1806	1893
1808	2120
1809	2162
1809	2299
1809	2377
1810	1940
1810	2012
1813	2052
1813	2505
1814	1894
1816	2230
1816	2369
1818	1832
1818	1835
1820	1917
1822	1864
1823	2099
1824	1927
1824	2113
1824	2253
1824	2486
1827	1879
1827	1886
1827	2066
1828	1832
1828	2265
1830	2256
1831	2092
1831	2166
1835	1926
1837	1854
1837	2283
1838	2146
1839	1881
1840	2454
1841	2003
1843	1936
1843	1955
1843	2066
1843	2078
1843	2438
1846	2168
1851	2143
1852	2079
1855	1897
1855	2116
1861	2063
1862	2011
1862	2116
1862	2434
1863	2065
1866	2339
1872	2300
1875	1987
1879	1887
1879	1999
1881	1990
1881	2038
1881	2075
1883	1920
1884	1941
1885	2173
1885	2237
1888	2185
1888	2402
1889	1970
1890	2094
1890	2108
1890	2149
1890	2449
1892	2194
1898	2021
1898	2052
1905	2010
1905	2037
1908	1950
1908	2132
1908	2459
1914	2157
1915	1924
1916	2340
1917	2288
1918	2266
1928	1952
1933	2239
1934	1957
1935	2173
1937	2190
1938	1947
1938	1996
1940	2018
1940	2363
1941	1965
1941	1996
1941	2502
1942	2262
1943	2087
1943	2261
1943	2371
1943	2464
1945	2180
1946	2104
1947	2096
1950	2132
1950	2216
1952	2263
1952	2448
1953	2046
1953	2063
1954	2404
1958	2523
1959	1985
1959	2103
1963	2334
1965	2291
1967	2105
1967	2114
1969	2120
1969	2155
1972	2183
1972	2205
1973	2465
1976	2114
1977	2239
1978	2148
1980	2089
1984	2321
1985	2036
1993	2200
1998	2027
1999	2170
1999	2364
2006	2019
2006	2037
2006	2043
2006	2162
2007	2015
2007	2026
2007	2167
2011	2131
2011	2416
2015	2292
2015	2357
2016	2433
2019	2084
2021	2150
2021	2250
2021	2419
2023	2044
2023	2307
2023	2531
2024	2098
2024	2204
2024	2275
2024	2481
2030	2107
2030	2315
2031	2093
2033	2100
2034	2064
2034	2498
2036	2103
2036	2142
2036	2432
2038	2086
2041	2048
2041	2456
2042	2109
2042	2341
2042	2394
2042	2395
2042	2446
2042	2452
2043	2439
2045	2225
2045	2288
2047	2292
2047	2357
2048	2057
2048	2092
2048	2166
2053	2440
2058	2088
2058	2195
2060	2227
2060	2234
2060	2367
2060	2376
2061	2139
2061	2205
2061	2252
2062	2081
2063	2072
2064	2127
2064	2547
2065	2138
2065	2147
2065	2151
2066	2106
2066	2152
2066	2380
2069	2126
2069	2196
2069	2202
2069	2286
2069	2293
2069	2366
2070	2080
2071	2119
2074	2243
2074	2298
2078	2106
2078	2152
2078	2240
2078	2294
2078	2380
2078	2479
2081	2313
2081	2382
2082	2338
2084	2351
2085	2208
2086	2099
2087	2228
2089	2125
2090	2119
2091	2188
2093	2199
2094	2108
2094	2156
2094	2461
2094	2497
2095	2284
2098	2112
2098	2235
2098	2352
2102	2137
2103	2112
2103	2172
2103	2182
2103	2258
2103	2260
2104	2403
2104	2474
2107	2368
2107	2443
2108	2149
2108	2392
2109	2347
2109	2394
2109	2515
2109	2537
2110	2142
2111	2141
2111	2337
2111	2490
2112	2154
2112	2172
2112	2235
2113	2370
2114	2224
2116	2509
2120	2225
2121	2236
2122	2192
2122	2249
2124	2134
2125	2156
2125	2238
2127	2498
2128	2393
2128	2414
2130	2486
2132	2437
2134	2390
2138	2147
2138	2170
2138	2214
2138	2381
2138	2424
2139	2409
2140	2203
2141	2211
2141	2218
2141	2353
2141	2510
2142	2422
2142	2541
2143	2473
2144	2453
2145	2224
2145	2262
2145	2307
2147	2214
2147	2216
2147	2381
2147	2424
2152	2241
2153	2160
2154	2190
2154	2232
2154	2270
2154	2316
2154	2323
2154	2405
2156	2213
2156	2238
2156	2246
2156	2360
2156	2461
2158	2259
2158	2389
2160	2304
2161	2273
2162	2356
2163	2176
2163	2322
2163	2491
2164	2169
2169	2201
2165	2204
2165	2316
2165	2388
2165	2435
2165	2463
2165	2511
2168	2257
2168	2390
2170	2181
2170	2193
2170	2314
2170	2481
2171	2217
2171	2374
2172	2189
2172	2331
2172	2350
2173	2264
2174	2184
2174	2227
2174	2353
2174	2510
2174	2532
2176	2181
2176	2310
2176	2513
2177	2391
2178	2260
2179	2210
2179	2251
2180	2359
2183	2207
2183	2295
2183	2378
2185	2406
2185	2501
2187	2203
2188	2211
2188	2471
2188	2505
2189	2202
2189	2331
2192	2267
2192	2278
2193	2317
2194	2217
2194	2384
2196	2290
2196	2417
2196	2543
2202	2231
2202	2286
2202	2293
2202	2366
2203	2212
2203	2276
2203	2312
2203	2470
2203	2489
2204	2242
2205	2207
2205	2378
2205	2494
2207	2362
2207	2521
2208	2215
2208	2301
2208	2324
2208	2345
2210	2315
2210	2384
2210	2527
2211	2471
2212	2457
2213	2534
2214	2305
2214	2455
2214	2548
2215	2218
2215	2400
2218	2341
2218	2439
2221	2268
2221	2512
2223	2279
2224	2273
2225	2514
2225	2539
2229	2495
2230	2287
2230	2500
2231	2362
2236	2306
2236	2401
2236	2451
2236	2502
2239	2319
2239	2396
2239	2418
2239	2460
2239	2463
2239	2476
2240	2266
2240	2287
2241	2272
2241	2294
2241	2310
2244	2255
2244	2264
2244	2302
2244	2332
2244	2420
2246	2253
2252	2276
2253	2290
2255	2302
2257	2477
2257	2544
2258	2350
2258	2375
2259	2272
2259	2280
2259	2389
2259	2393
2259	2427
2259	2438
2260	2375
2261	2371
2265	2395
2266	2411
2267	2278
2268	2311
2268	2504
2269	2330
2270	2391
2270	2408
2274	2279
2274	2328
2275	2456
2275	2493
2277	2305
2277	2409
2279	2285
2279	2328
2279	2342
2279	2399
2281	2499
2282	2447
2283	2308
2287	2527
2288	2365
2288	2491
2289	2313
2289	2327
2289	2499
2289	2507
2290	2358
2291	2306
2291	2344
2291	2376
2291	2386
2291	2451
2291	2495
2291	2503
2291	2520
2293	2417
2293	2459
2294	2545
2295	2494
2296	2332
2296	2492
2299	2423
2300	2373
2301	2311
2301	2324
2304	2318
2305	2483
2306	2348
2306	2386
2306	2401
2306	2526
2307	2351
2307	2374
2309	2317
2309	2379
2309	2513
2309	2518
2309	2540
2311	2364
2311	2433
2313	2396
2313	2407
2313	2465
2316	2346
2318	2348
2319	2382
2320	2330
2320	2349
2320	2412
2322	2365
2322	2387
2322	2398
2322	2467
2322	2536
2325	2349
2327	2358
2327	2533
2328	2346
2328	2355
2328	2445
2331	2343
2331	2543
2332	2420
2333	2354
2340	2426
2344	2462
2345	2444
2346	2388
2348	2387
2348	2540
2349	2419
2350	2546
2353	2373
2356	2405
2360	2475
2361	2436
2362	2475
2363	2377
2363	2423
2365	2398
2365	2536
2368	2443
2369	2531
2370	2437
2371	2464
2371	2528
2376	2503
2379	2549
2380	2411
2380	2482
2381	2429
2382	2418
2382	2448
2384	2467
2384	2485
2385	2435
2387	2421
2387	2426
2392	2508
2394	2403
2398	2484
2398	2529
2403	2474
2404	2506
2404	2541
2404	2546
2412	2458
2413	2490
2413	2517
2414	2516
2419	2436
2419	2446
2419	2519
2422	2432
2422	2506
2424	2455
2433	2452
2436	2485
2438	2450
2438	2479
2438	2484
2440	2470
2443	2458
2444	2457
2448	2460
2448	2519
2451	2462
2460	2476
2460	2516
2461	2497
2464	2477
2471	2515
2478	2520
2478	2530
2520	2526
2479	2482
2484	2529
2485	2500
2485	2545
2490	2517
2494	2521
2498	2547
2499	2509
2499	2522
2507	2522
2513	2549
2522	2524
2522	2542
2535	2542
2535	2539
2535	2544
